,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19053_001E,B19053_001M,B19053_002E,B19053_002M,B19053_003E,B19053_003M,B19053_calc_pctSelfempE,B19053_calc_pctSelfempM,Shape__Area,Shape__Length,OBJECTID
66,01784865,17133,997990371,33755713,Monroe County,Illinois,89648,5155,,,100183,7246,109934,8827,53292,6489,,,,,,,,,,,117500.0,17419.0,89709,5017,,,13576,216,1322,257,12254,349,9.7,1.88669586307208,1676907908.82813,196565.534538519,662.0
67,01784866,17135,1822740452,15459874,Montgomery County,Illinois,54886,3277,29432.0,20550.0,67245,9535,64558,5617,38983,3436,,,60500.0,45239.0,,,,,,,,,55281,3509,,,11619,549,1291,247,10328,443,11.1,2.05998035458876,3067804165.0,276034.732206733,663.0
68,00424270,17137,1473567808,9081549,Morgan County,Illinois,53002,2938,27667.0,10640.0,58359,6588,61302,3313,42981,5537,28340.0,15857.0,,,,,,,,,60833.0,34471.0,54518,3890,,,13560,303,1473,230,12087,338,10.9,1.67870718575094,2508839719.59375,246793.918927733,664.0
69,01784885,17139,870127369,22111272,Moultrie County,Illinois,64033,6394,57222.0,41168.0,70833,8458,73750,13047,47546,5637,,,,,,,,,,,108438.0,7327.0,64111,6377,107773.0,42591.0,6043,153,886,166,5157,179,14.7,2.72178286064529,1506574324.14063,174907.077971912,665.0
70,01784894,17141,1964903701,12378959,Ogle County,Illinois,63643,2156,60536.0,14592.0,67332,5693,72282,2255,46391,3655,,,48600.0,300.0,58906.0,31917.0,,,47795.0,4799.0,41433.0,16067.0,65652,1826,48381.0,5146.0,20967,319,1970,283,18997,483,9.4,1.34214884902825,3587655920.65625,267527.565031806,666.0
71,01784920,17143,1602499827,30699174,Peoria County,Illinois,55729,1242,28051.0,6432.0,61720,3435,64420,2943,44074,3449,29482.0,4255.0,72167.0,49851.0,99298.0,11352.0,,,45182.0,15375.0,47682.0,6950.0,60281,1531,45310.0,7722.0,73519,780,5534,436,67985,812,7.5,0.587642222746805,2851887263.92969,237735.901838983,667.0
72,01784940,17145,1144587283,13199036,Perry County,Illinois,51616,4453,47566.0,27398.0,57903,8364,61563,5899,40600,7818,,,,,28994.0,1618.0,,,,,48224.0,36905.0,52568,4435,85217.0,66220.0,8504,214,722,156,7782,256,8.5,1.82194673714942,1871806463.35547,194933.749344851,668.0
73,00424275,17147,1137492089,754122,Piatt County,Illinois,73668,5731,41271.0,2350.0,85479,7056,80847,5841,51442,5903,,,,,,,,,,,86250.0,71947.0,73901,5720,125521.0,92359.0,6755,174,937,148,5818,216,13.9,2.1616386651168,1942560117.42969,197088.085508455,669.0
74,01784941,17149,2153190724,45251530,Pike County,Illinois,46605,3205,43000.0,20722.0,51800,9154,63984,4743,36444,3155,,,,,108438.0,58763.0,,,80893.0,39671.0,,,46207,2782,55000.0,19280.0,6258,178,1000,140,5258,217,16.0,2.19047826908959,3710130562.85156,283191.64577311,670.0
75,00424277,17151,955362037,14662240,Pope County,Illinois,43140,9234,,,46287,38837,37482,19898,42540,9096,,,,,,,,,,,,,42965,9401,,,1618,140,147,61,1471,134,9.1,3.68721700117684,1540306926.0625,206536.463459013,671.0
76,01784966,17153,516100615,9768333,Pulaski County,Illinois,37308,4116,28833.0,3467.0,60382,23790,43646,13227,32644,9166,26575.0,4063.0,,,,,,,,,41875.0,28443.0,51343,8053,,,2050,140,126,45,1924,146,6.1,2.15461601993823,830860124.15625,174844.008510413,672.0
77,00424279,17155,414649315,31195045,Putnam County,Illinois,64694,4387,21932.0,11476.0,70972,8987,85321,12427,50707,7761,,,,,,,,,36534.0,14885.0,,,64778,4316,56579.0,16269.0,2435,153,226,54,2209,137,9.3,2.13960608695046,788350667.316406,131565.426883277,673.0
78,01784967,17157,1490194098,56150220,Randolph County,Illinois,55319,3538,27500.0,21343.0,62989,8370,68203,8350,42413,4813,51307.0,29906.0,91136.0,21790.0,,,,,,,53510.0,7269.0,55812,3471,53710.0,12811.0,12047,278,1116,187,10931,326,9.3,1.53746314563159,2497852935.33984,244164.51746522,674.0
79,00424281,17159,932484098,4874777,Richland County,Illinois,55032,5066,24063.0,12658.0,61587,9454,68775,6815,36998,5236,,,,,62143.0,36245.0,,,100875.0,9565.0,73977.0,61321.0,54463,4701,,,6527,204,824,160,5703,202,12.6,2.41939164387247,1541803277.40625,180714.582079745,675.0
80,00424282,17161,1107209787,61633885,Rock Island County,Illinois,55980,1736,31993.0,7588.0,60436,3715,65874,2366,46915,3419,32671.0,7387.0,65676.0,47905.0,68836.0,22563.0,,,44918.0,9464.0,58850.0,11185.0,58879,2300,54040.0,3862.0,60607,546,4359,506,56248,674,7.2,0.832369002178347,2083401639.75391,312980.476308456,676.0
81,01784987,17163,1703461064,41842145,St. Clair County,Illinois,57473,2221,25945.0,6315.0,61920,1896,69365,2485,44486,2499,31671.0,1954.0,53021.0,27219.0,73608.0,14694.0,,,70208.0,46116.0,61741.0,8371.0,69759,2139,57434.0,10592.0,104631,1085,7349,738,97282,1197,7.0,0.701565291173635,2851617753.84375,235843.08032055,677.0
82,00424283,17165,984170284,17979016,Saline County,Illinois,43928,1375,37727.0,17755.0,51599,7314,47886,6102,34050,3482,36298.0,11218.0,21332.0,584.0,26319.0,19475.0,,,,,34769.0,10079.0,44988,2965,54688.0,53298.0,10140,292,1160,195,8980,322,11.4,1.89465032007646,1605809127.91016,160994.701374395,678.0
83,01785010,17167,2248773852,22676873,Sangamon County,Illinois,61743,1673,33472.0,5162.0,61417,2158,76988,2224,52886,2731,27416.0,2906.0,,,92906.0,19477.0,165361.0,19308.0,69286.0,8401.0,38834.0,10874.0,66674,2435,62045.0,19010.0,84093,709,7510,680,76583,997,8.9,0.805115378882466,3848319722.47266,309252.885367527,679.0
84,01785037,17169,1132602884,10510632,Schuyler County,Illinois,51376,4895,,,64861,14140,48523,8887,46875,8139,40972.0,33662.0,,,,,,,,,46875.0,33735.0,51461,5228,,,2730,203,309,80,2421,198,11.3,2.80693678761932,1959269796.21484,244186.403544103,680.0
85,00424286,17171,649542036,4814546,Scott County,Illinois,59352,2926,44911.0,2706.0,69643,11340,70288,7901,45368,5213,,,,,,,,,,,,,59756,3209,,,1973,86,349,81,1624,103,17.7,4.03237111319672,1104984486.83984,145667.578416465,681.0
86,01785051,17173,1964532710,24746071,Shelby County,Illinois,59134,2586,31574.0,12854.0,71521,2065,68449,7494,43125,5333,,,,,198864.0,1150.0,,,,,127188.0,27563.0,59235,2590,130076.0,63435.0,9158,254,1134,166,8024,278,12.4,1.77979028613583,3335042511.67578,275150.017371202,682.0
87,00424288,17175,746156213,684784,Stark County,Illinois,53828,4894,36406.0,16298.0,59083,12577,67200,5552,35417,6161,,,,,,,,,,,38229.0,3256.0,54277,5288,,,2304,105,325,80,1979,110,14.1,3.41219500111448,1316145731.84766,153909.249354761,683.0
88,01785076,17177,1461392061,1350223,Stephenson County,Illinois,50466,2177,21007.0,5423.0,49561,5804,63536,3699,46469,4312,22298.0,3708.0,,,58438.0,48159.0,,,48295.0,38561.0,41769.0,9943.0,55346,2146,41004.0,8245.0,19741,350,2209,234,17532,413,11.2,1.16862982947194,2679966766.125,208700.108919096,684.0
89,01785094,17179,1674347384,29807343,Tazewell County,Illinois,66220,1634,48214.0,9870.0,75426,3825,75413,4047,50256,1847,39167.0,11920.0,,,70727.0,15647.0,,,70735.0,28926.0,52254.0,14187.0,66754,1734,60282.0,15395.0,53997,596,4307,423,49690,680,8.0,0.778413892946147,2951065721.29297,257088.717845772,685.0
90,01785113,17181,1070730016,22541671,Union County,Illinois,51655,2358,35349.0,16083.0,56951,9413,62000,5915,34779,5644,,,,,,,,,40673.0,7104.0,75978.0,43013.0,52165,2518,41484.0,13263.0,6813,247,632,123,6181,259,9.3,1.77377147840355,1738700122.34766,188339.482478875,686.0
91,01785114,17183,2326634937,7531157,Vermilion County,Illinois,46842,1372,29229.0,6394.0,52172,3457,54414,4526,41878,2494,26344.0,3853.0,,,66550.0,50996.0,,,96734.0,4724.0,43542.0,13265.0,51042,2075,43333.0,6996.0,31013,465,2940,296,28073,529,9.5,0.943795173989287,4003728629.20313,277355.772721617,687.0
92,00424293,17185,578403995,10973569,Wabash County,Illinois,48878,4297,34861.0,5183.0,66622,12263,55825,7919,34566,5620,,,,,,,,,,,,,48654,4365,,,4780,206,621,111,4159,224,13.0,2.25366875610392,962328632.875,218611.000081847,688.0
93,01785134,17187,1404768301,1672625,Warren County,Illinois,54291,6310,49055.0,5662.0,51063,6660,68292,2611,45225,6062,66827.0,33869.0,,,,,,,42416.0,17340.0,,,54836,6648,49583.0,17553.0,6789,226,972,149,5817,284,14.3,2.1423511716032,2460395578.91016,204884.352157449,689.0
94,01785150,17189,1457093544,3412705,Washington County,Illinois,64390,3644,57258.0,8176.0,81204,5636,76352,6419,38297,3195,,,,,,,,,,,,,64272,3559,78173.0,37711.0,6020,131,987,153,5033,184,16.4,2.51636181300682,2378559838.06641,256250.515796319,690.0
95,00424296,17191,1848810380,4224962,Wayne County,Illinois,50205,4449,46944.0,10461.0,56683,13469,59205,3211,36024,2418,,,,,,,,,35670.0,15829.0,,,51793,4033,36518.0,18625.0,7114,165,860,145,6254,206,12.1,2.01885711042125,3024244559.30078,221319.531016899,691.0
96,00424297,17193,1281999217,17833682,White County,Illinois,48303,3111,26384.0,4241.0,54713,3446,54176,9455,37295,4176,,,,,,,,,,,,,48420,3216,,,6040,218,703,119,5337,267,11.6,1.92489241008955,2101673008.44141,242346.329847127,692.0
97,01785167,17195,1771808920,31883751,Whiteside County,Illinois,57172,2612,39615.0,14626.0,61554,3609,71353,5216,44011,2289,28879.0,4556.0,32344.0,29543.0,61157.0,15393.0,,,52683.0,2379.0,16207.0,8738.0,59002,2754,50768.0,6812.0,23225,313,2078,234,21147,364,8.9,1.00029345493069,3243692530.63281,245138.325988695,693.0
98,01785190,17197,2164908486,34569451,Will County,Illinois,90800,1197,50862.0,5913.0,95692,1890,108323,1901,58312,1730,63282.0,3042.0,77549.0,13197.0,128112.0,7969.0,86193.0,43335.0,66500.0,7369.0,80040.0,7503.0,97585,1576,74880.0,2812.0,232395,876,18292,1016,214103,1332,7.9,0.436178763193141,3917788012.97656,317000.570524277,694.0
99,01785215,17199,1088338913,62470509,Williamson County,Illinois,52076,2413,32667.0,8402.0,59390,4632,68207,4984,35856,2788,21934.0,7610.0,76250.0,67976.0,76813.0,50306.0,,,,,,,53946,2379,51771.0,19115.0,27937,399,2388,334,25549,513,8.5,1.18929776843991,1842884287.11328,173230.592162961,695.0
100,01785216,17201,1328792556,15873993,Winnebago County,Illinois,55310,1184,36949.0,3960.0,58017,2463,65044,2039,44766,2299,30704.0,1615.0,,,73992.0,17713.0,,,44213.0,3617.0,43031.0,8517.0,62311,1477,45600.0,2378.0,115768,760,8811,684,106957,1043,7.6,0.588720413531906,2462424334.31641,206902.479538211,696.0
101,01785231,17203,1366337053,38962131,Woodford County,Illinois,74777,2671,34918.0,21392.0,84299,5389,90778,7776,54336,5447,,,14583.0,2615.0,,,,,,,,,75071,2621,75724.0,29370.0,14652,237,1645,209,13007,286,11.2,1.41481910285396,2453933996.33203,229450.29237194,697.0
0,00450401,18001,877815496,2693924,Adams County,Indiana,52712,3351,31803.0,14130.0,57892,5894,60826,5965,45188,5309,,,,,,,,,31806.0,30784.0,32174.0,5561.0,53801,3451,36875.0,17736.0,12512,261,1623,268,10889,374,13.0,2.12478377669299,1535595008.38672,162880.659867413,698.0
1,00450402,18003,1702400299,7053646,Allen County,Indiana,57104,942,36816.0,4174.0,61287,2022,69797,2337,43327,1988,32461.0,2571.0,40417.0,30676.0,56750.0,8433.0,56389.0,16830.0,45417.0,9148.0,39017.0,7158.0,62603,1261,44387.0,4916.0,147043,838,12985,747,134058,1073,8.8,0.505515711275726,3012321636.52734,221527.483992783,699.0
2,00451683,18005,1053968848,6715105,Bartholomew County,Indiana,66978,3123,56397.0,17760.0,72372,4223,81400,5077,43360,4036,70799.0,2796.0,,,99018.0,11565.0,,,32676.0,14847.0,123281.0,44047.0,64169,3092,49698.0,18307.0,31772,473,2810,441,28962,619,8.8,1.38175548828608,1768932270.65625,178054.811202694,700.0
3,00450403,18007,1052616458,236033,Benton County,Indiana,52656,4101,34063.0,5191.0,57539,5070,68106,14590,39338,4814,58750.0,37683.0,,,,,,,,,53026.0,29318.0,53164,5074,43750.0,11572.0,3435,119,509,101,2926,132,14.8,2.89516107450112,1828550199.6875,172368.964518312,701.0
4,00450404,18009,427559406,1298757,Blackford County,Indiana,44341,4027,25675.0,8290.0,40625,9644,53286,17484,39500,4246,,,,,,,,,,,,,45223,3396,,,5105,192,536,157,4569,230,10.5,3.04995872232439,741900482.785156,109614.429427426,702.0
5,00450405,18011,1095260006,876741,Boone County,Indiana,89444,3440,46968.0,15511.0,91515,5606,115434,11905,58031,7189,95775.0,30074.0,,,102159.0,34576.0,,,70250.0,60962.0,53895.0,1166.0,90299,3694,54723.0,8733.0,25822,464,3754,428,22068,608,14.5,1.63678546613322,1872886302.82422,175523.795120622,703.0
6,00451684,18013,808043849,12025990,Brown County,Indiana,66833,8585,,,77569,18212,86455,9479,45968,5087,,,,,,,,,,,45147.0,20401.0,68599,8402,53165.0,19086.0,6372,291,933,155,5439,313,14.6,2.33880257425351,1367276592.69922,150582.291465001,704.0
7,00450406,18015,964057413,7236323,Carroll County,Indiana,56159,4720,46528.0,6403.0,66162,7364,68607,6709,35213,4173,78542.0,10678.0,,,,,,,78636.0,55798.0,16635.0,3245.0,56654,4344,32350.0,29826.0,8123,222,823,138,7300,228,10.1,1.67616221925751,1685732450.64453,184408.86654886,705.0
8,00450339,18017,1067448391,7002041,Cass County,Indiana,49020,1851,30775.0,9714.0,51454,5048,59260,5726,38918,2971,42167.0,14616.0,22107.0,20151.0,123210.0,24700.0,,,47134.0,10176.0,38333.0,13335.0,49627,2653,46694.0,7032.0,14950,269,1407,300,13543,434,9.4,1.9995309383869,1874708670.96484,195120.167285995,706.0
9,00450340,18019,965625489,9732754,Clark County,Indiana,57111,1699,37723.0,10556.0,65812,3348,68477,3985,45255,1614,44516.0,8256.0,250001.0,,65408.0,14311.0,,,46061.0,1690.0,45278.0,18328.0,60810,2005,49769.0,6934.0,45024,646,3541,405,41483,735,7.9,0.892414366755226,1593916446.66406,213699.709158226,707.0
10,00450341,18021,926180620,7047383,Clay County,Indiana,59398,4850,32135.0,17523.0,71695,5011,69617,8779,41691,3158,47891.0,37274.0,,,,,,,,,,,60083,4559,,,10454,312,1106,183,9348,347,10.6,1.72181386497014,1564634966.12891,192459.579142323,708.0
11,00450342,18023,1049119194,461117,Clinton County,Indiana,53750,2737,37301.0,11447.0,58715,4053,64955,4915,40094,4558,,,,,90966.0,36865.0,,,35880.0,9287.0,58611.0,20183.0,55685,2553,38173.0,11612.0,12144,237,1447,235,10697,341,11.9,1.92108943908428,1806543433.95703,174532.800377154,709.0
12,00451674,18025,791534788,8201106,Crawford County,Indiana,41761,4081,56103.0,21208.0,49000,16326,52404,17340,36383,3874,,,,,,,,,,,,,42162,5197,,,4117,177,327,98,3790,185,7.9,2.3557536553496,1300308239.74219,230036.971382983,710.0
13,00450343,18027,1112396615,19102189,Daviess County,Indiana,53800,1962,35000.0,17177.0,60967,8129,62967,7143,36934,5332,,,,,,,,,,,,,54343,2181,30804.0,19782.0,11354,226,1819,252,9535,314,16.0,2.19645371031645,1860623404.875,278759.733098853,711.0
14,00450344,18029,790171258,6019020,Dearborn County,Indiana,70779,2104,32167.0,5032.0,84950,6598,80439,7688,44725,6695,,,,,,,,,,,,,71310,2035,,,19279,288,1693,280,17586,418,8.8,1.44642077677323,1325554424.64063,177052.776994567,712.0
15,00450345,18031,964946132,1955432,Decatur County,Indiana,60794,3064,,,70230,10046,65087,7309,42445,3807,,,,,89097.0,29469.0,,,,,98160.0,42555.0,59819,3559,41205.0,13936.0,10241,256,960,201,9281,327,9.4,1.94866030915466,1617145304.64063,165546.47414386,713.0
16,00450346,18033,939731962,2657419,DeKalb County,Indiana,58415,3797,39483.0,6433.0,69880,3677,70541,5532,37412,3187,,,,,108194.0,29486.0,,,128617.0,967.0,40071.0,21710.0,58435,3809,54737.0,38683.0,16904,245,1477,191,15427,285,8.7,1.12279087247685,1676173923.25,163993.206637549,714.0
17,00450347,18035,1015536280,9863733,Delaware County,Indiana,45910,1849,20213.0,1707.0,48255,3176,59857,2851,43506,3303,24838.0,4563.0,30227.0,16865.0,,,,,31495.0,18686.0,24211.0,3257.0,48489,1671,40896.0,14595.0,46632,657,3655,371,42977,700,7.8,0.787889843916592,1761091316.30469,168609.780551877,715.0
18,00451675,18037,1106611837,20897444,Dubois County,Indiana,62846,3886,35132.0,25364.0,72429,6952,78635,8172,43452,4638,,,,,56297.0,19681.0,,,,,,,64521,3626,39487.0,7905.0,16691,351,1658,270,15033,421,9.9,1.60409370214992,1836855319.61328,188018.64808887,716.0
19,00450348,18039,1199580232,12457801,Elkhart County,Indiana,58509,1505,40875.0,8077.0,60329,3246,72984,4109,43380,2518,24903.0,4933.0,73558.0,31192.0,85042.0,38672.0,,,48932.0,15960.0,44053.0,17380.0,62445,2133,50792.0,5697.0,72362,763,8356,639,64006,948,11.5,0.8746256093017,2169028259.28516,186437.619264227,717.0
20,00450349,18041,556901577,366408,Fayette County,Indiana,47465,4132,26858.0,11170.0,52243,5310,60829,6923,41525,2171,25927.0,6932.0,,,,,,,28750.0,912.0,41232.0,460.0,50133,4754,28622.0,4713.0,9686,263,711,174,8975,307,7.3,1.78531592705642,940925573.660156,134896.621392632,718.0
21,00450350,18043,384564471,2706773,Floyd County,Indiana,67603,2575,29918.0,3836.0,69698,6611,81894,3183,50336,3738,35000.0,12127.0,106429.0,30483.0,136375.0,59620.0,,,56875.0,41778.0,58542.0,29677.0,69559,2235,28958.0,16395.0,29264,430,2994,430,26270,570,10.2,1.4616716865308,630126398.785156,123477.827427587,719.0
22,00450351,18045,1024774340,5728993,Fountain County,Indiana,52334,2548,41848.0,14501.0,65791,7020,55591,5611,38367,4183,,,,,,,,,,,35962.0,10897.0,52551,2542,,,6982,204,748,128,6234,215,10.7,1.80636500866775,1764347657.97656,186641.646510511,720.0
23,00450352,18047,995658281,17155846,Franklin County,Indiana,68180,3574,32500.0,12429.0,78186,4037,85541,7082,40090,6051,,,,,,,,,,,,,68838,3823,,,8867,226,1015,188,7852,264,11.4,2.10005124129395,1699128993.42578,177949.631817675,721.0
24,00450353,18049,954133346,7439336,Fulton County,Indiana,50597,2794,50667.0,20130.0,62878,12728,62587,11536,35966,3519,,,125595.0,85193.0,,,,,38273.0,1352.0,46250.0,15502.0,51412,2867,39591.0,20774.0,7840,276,809,179,7031,301,10.3,2.25407894001075,1692191220.0625,193472.984300539,722.0
25,00450354,18051,1262317070,30903211,Gibson County,Indiana,56638,4341,27654.0,10959.0,70271,5266,65733,7237,39390,3270,53188.0,23124.0,,,49306.0,5613.0,,,16129.0,2072.0,36071.0,20842.0,58054,4019,16815.0,11444.0,13551,297,1239,229,12312,329,9.1,1.67798848868181,2103799054.66406,301064.083439256,723.0
26,00450355,18053,1072484471,2101804,Grant County,Indiana,46900,2256,26875.0,12799.0,50293,3568,53847,2910,40258,2426,24671.0,8823.0,76024.0,15398.0,,,,,21958.0,13106.0,47785.0,25093.0,48155,2394,44235.0,14804.0,26896,533,1976,354,24920,614,7.3,1.30810353720266,1861301145.40234,173237.14138987,724.0
27,00451676,18055,1404983901,8919619,Greene County,Indiana,51777,2674,43125.0,17566.0,59238,7174,56622,5081,39115,3478,,,,,,,,,,,45662.0,27230.0,51745,2594,56324.0,16754.0,12988,271,1448,210,11540,316,11.1,1.60005562178816,2346766904.08984,199934.015276442,725.0
28,00450356,18057,1021431273,20952876,Hamilton County,Indiana,98880,2956,48412.0,6980.0,105753,4672,121542,4764,61491,2350,84980.0,13688.0,,,102196.0,13273.0,,,100326.0,61415.0,100383.0,23051.0,99919,2861,84897.0,22453.0,123066,846,15040,1265,108026,1581,12.2,1.02446475380246,1782169026.82813,169009.204826888,726.0
29,00450357,18059,792425161,2769690,Hancock County,Indiana,75647,2287,57917.0,9584.0,89133,4682,90744,3837,50059,5440,88835.0,25073.0,,,96172.0,7730.0,,,56845.0,8975.0,75511.0,14148.0,75535,2757,57205.0,1542.0,29627,263,3052,451,26575,543,10.3,1.51951091962261,1349765900.60156,155205.116888241,727.0
30,00451677,18061,1253823026,5278989,Harrison County,Indiana,59169,4182,35865.0,13979.0,68404,4973,71087,10140,40331,6032,,,,,111964.0,54594.0,,,,,71351.0,11333.0,59202,4272,56071.0,27831.0,14534,437,1153,242,13381,465,7.9,1.64788744538737,2041780004.14063,245941.259657286,728.0
31,00450358,18063,1053849394,4880796,Hendricks County,Indiana,84754,1762,49346.0,9191.0,90446,3690,100126,4205,57108,3878,62398.0,19526.0,93693.0,37231.0,83224.0,38129.0,,,56530.0,1545.0,81522.0,38571.0,86032,2056,78391.0,19183.0,60307,501,6641,757,53666,885,11.0,1.25190596410644,1794295264.41797,178774.921239268,729.0
32,00450359,18065,1014957932,7652084,Henry County,Indiana,51104,1891,40767.0,7904.0,62390,10166,59306,3834,40971,3466,,,,,,,,,100054.0,7987.0,,,51009,1893,,,18387,392,1592,221,16795,460,8.7,1.1876772145998,1741188914.93359,172052.449187091,730.0
33,00450360,18067,759058590,2194576,Howard County,Indiana,56387,2334,35633.0,6738.0,59702,3984,68248,4730,45320,3850,39500.0,16926.0,30595.0,14536.0,,,,,83839.0,27236.0,87222.0,32999.0,57009,2195,83788.0,24359.0,34632,475,2903,441,31729,610,8.4,1.26818800196941,1317313533.99609,168962.917844199,731.0
34,00450361,18069,991056717,13133683,Huntington County,Indiana,54286,2011,30433.0,4808.0,62462,5214,66099,5534,37120,3916,,,60139.0,38266.0,46333.0,28925.0,,,,,64426.0,22320.0,54351,2134,,,14790,245,1391,209,13399,313,9.4,1.40450244462156,1755672467.59375,171276.042534355,732.0
35,00451678,18071,1320836472,10174044,Jackson County,Indiana,55097,3087,44000.0,10296.0,62691,6538,68244,4596,35969,3810,43984.0,794.0,32115.0,24322.0,,,,,34539.0,18679.0,45536.0,37752.0,56257,2829,40489.0,14562.0,16923,362,1442,255,15481,455,8.5,1.49576024822837,2201160008.34766,253162.512544553,733.0
36,00450494,18073,1449563752,4428654,Jasper County,Indiana,61889,4006,34663.0,21548.0,71225,7362,76332,5731,40896,5528,,,,,,,,,46852.0,23308.0,41171.0,1348.0,63434,4318,50718.0,14304.0,12676,265,1597,269,11079,383,12.6,2.10571257394797,2556930320.78906,228896.315963937,734.0
37,00450362,18075,994310119,458556,Jay County,Indiana,45864,2115,43604.0,2524.0,54041,7097,58513,6029,34127,1893,,,,,75147.0,10570.0,,,,,18945.0,1936.0,46372,2172,,,8293,224,1017,180,7276,255,12.3,2.14508079923882,1719083414.5,169139.713017406,735.0
